icao_code,iata_code,name,city,country,lat_decimal,lon_decimal,altitude
EBKT,QKT,WEVELGEM,KORTRIJK-VEVELGEM,BELGIUM,50.818,3.208,19
EBLG,LGG,LIEGE,LIEGE,BELGIUM,50.637,5.443,201
EBOS,OST,OOSTENDE,OSTEND,BELGIUM,51.199,2.862,4
EBSL,N/A,ZUTENDAAL,ZUTENDAAL,BELGIUM,50.948,5.592,96
EBST,N/A,ST TRUIDEN,SINT-TRUIDEN,BELGIUM,50.788,5.193,75
EBUL,N/A,URSEL,URSEL,BELGIUM,51.144,3.474,29
EBWE,N/A,WEELDE,WEELDE,BELGIUM,51.395,4.961,33
EBZR,N/A,ZOERSEL,ZOERSEL,BELGIUM,51.266,4.755,17
EDAB,BBJ,BAUTZEN,BAUTZEN,GERMANY,51.193,14.52,174
EDAC,AOC,ALTENBURG NOBITZ,ALTENBURG,GERMANY,50.982,12.506,196
EDAD,N/A,DESSAU,DESSAU,GERMANY,51.832,12.186,57
EDAE,N/A,EISENHUTTENSTADT,EISENHUETTENSTADT,GERMANY,52.197,14.586,46
EDAH,N/A,HERINGSDORF,HERINGSDORF,GERMANY,53.879,14.152,29
EDAK,N/A,GROSSENHAIN,SUHL,GERMANY,51.308,13.555,128
EDAM,N/A,MERSEBURG,MUEHLHAUSEN,GERMANY,51.363,11.941,104
EDAQ,N/A,HALLE OPPIN,HALLE,GERMANY,51.552,12.053,106
EDAU,N/A,RIESA GOHLIS,RIESA,GERMANY,51.294,13.359,99
EDAX,N/A,RECHLIN LARZ,RECHLIN-LAERZ,GERMANY,53.306,12.753,68
EDAY,N/A,STRAUSBERG,STRAUSBERG,GERMANY,52.58,13.916,81
EDAZ,N/A,SCHONHAGEN,SCHOENHAGEN,GERMANY,52.203,13.159,40
EDBC,N/A,COCHSTEDT SCHNEIDLINGEN,COCHSTEDT,GERMANY,51.856,11.418,182
EDBG,GWW,GOLDSBORO WAYNE MUNI,GOTHA OST,GERMANY,35.461,-77.965,41
EDBH,N/A,BARTH,BARTH,GERMANY,54.338,12.71,8
EDBJ,N/A,JENA SCHONGLEINA,JENA,GERMANY,50.917,11.714,38
EDBK,N/A,KYRITZ,KYRITZ,GERMANY,52.919,12.425,40
EDBM,N/A,MAGDEBURG,MAGDEBURG,GERMANY,52.074,11.626,82
EDBN,N/A,BRANDIS WALDPOLENZ,NEUBRANDENBURG,GERMANY,51.328,12.657,164
EDBR,N/A,ROTHENBURG GORLITZ,ROTHENBURG/OL,GERMANY,51.364,14.952,158
EDCA,N/A,ANKLAM,ANKLAM,GERMANY,53.833,13.669,6
EDCD,N/A,COTTBUS DREWITZ,COTTBUS,GERMANY,51.889,14.532,84
EDCK,N/A,KOTHEN,KOETHEN,GERMANY,51.721,11.962,93
EDCM,N/A,KAMENZ,KAMENZ,GERMANY,51.296,14.129,151
EDDB,SXF,SCHONEFELD,BERLIN,GERMANY,52.38,13.523,48
EDDC,DRS,DRESDEN,DRESDEN,GERMANY,51.133,13.767,231
EDDE,ERF,ERFURT,ERFURT,GERMANY,50.98,10.958,316
EDDF,FRA,FRANKFURT MAIN,FRANKFURT,GERMANY,50.026,8.543,111
EDDG,FMO,MUNSTER OSNABRUCK,MUENSTER/OSNABRUECK,GERMANY,52.134,7.685,49
EDDH,HAM,HAMBURG,HAMBURG,GERMANY,53.63,9.988,17
EDDI,THF,TEMPELHOF,BERLIN,GERMANY,52.473,13.404,50
EDDK,CGN,KOLN BONN,COLOGNE,GERMANY,50.866,7.143,93
EDDL,DUS,DUSSELDORF,DUESSELDORF,GERMANY,51.289,6.767,45
EDDM,MUC,MUNICH,MUNICH,GERMANY,48.354,11.786,454
EDDN,NUE,NURNBERG,NUERNBERG,GERMANY,49.499,11.078,319
EDDP,LEJ,LEIPZIG HALLE,LEIPZIG,GERMANY,51.424,12.236,142
EDDR,SCN,SAARBRUCKEN,SAARBRUECKEN,GERMANY,49.214,7.109,323
EDDS,STR,STUTTGART,STUTTGART,GERMANY,48.69,9.222,389
EDDT,TXL,TEGEL,BERLIN,GERMANY,52.559,13.287,38
EDDV,HAJ,HANNOVER,HANNOVER,GERMANY,52.461,9.685,56
EDDW,BRE,BREMEN,BREMEN,GERMANY,53.047,8.787,5
EDFE,N/A,EGELSBACH,EGELSBACH,GERMANY,49.961,8.644,118
EDFH,HHN,FRANKFURT HAHN,HAHN,GERMANY,49.95,7.264,503
EDFM,MHG,MANNHEIM CITY,MANNHEIM,GERMANY,49.473,8.514,95
EDFQ,N/A,ALLENDORF EDER,ALLENDORF,GERMANY,51.035,8.679,356
EDFV,N/A,WORMS,WORMS,GERMANY,49.606,8.368,90
EDFZ,N/A,MAINZ FINTHEN,MAINZ,GERMANY,49.969,8.147,232
EDGE,N/A,EISENACH KINDEL,EISENACH,GERMANY,50.993,10.473,336
EDGS,N/A,SIEGERLAND,SIEGERLAND,GERMANY,50.708,8.082,600
EDHI,XFW,HAMBURG FINKENWERDER,HAMBURG,GERMANY,53.535,9.835,6
EDHK,KEL,KIEL HOLTENAU,KIEL,GERMANY,54.379,10.145,31
EDHL,LBC,LUBECK BLANKENSEE,LUEBECK,GERMANY,53.805,10.719,17
EDKA,AAH,AACHEN MERZBRUCK,AACHEN,GERMANY,50.823,6.187,190
EDKV,N/A,DAHLEMER BINZ,DAHLEMER BINZ,GERMANY,50.406,6.528,578
EDKZ,N/A,MEINERZHAGEN,MEINERZHAGEN,GERMANY,51.099,7.602,472
EDLA,ZCA,ARNSBERG MENDEN,ARNSBERG,GERMANY,51.483,7.899,243
EDLC,N/A,KAMP LINTFORT,KAMP,GERMANY,51.53,6.537,3
EDLE,ESS,ESSEN MULHEIM,ESSEN,GERMANY,51.401,6.936,130
EDLN,MGL,MONCHENGLADBACH,MOENCHENGLADBACH,GERMANY,51.23,6.504,39
EDLP,PAD,PADERBORN LIPPSTADT,PADERBORN,GERMANY,51.614,8.616,214
EDLS,N/A,STADTLOHN VREDEN,STADTLOHN,GERMANY,51.996,6.84,48
EDLW,DTM,DORTMUND,DORTMUND,GERMANY,51.518,7.612,130
EDMA,AGB,AUGSBURG,AUGSBURG,GERMANY,48.425,10.932,462
EDMB,N/A,BIBERACH AN DER RISS,BIBERACH,GERMANY,48.111,9.763,581
EDME,N/A,EGGENFELDEN,EGGENFELDEN,GERMANY,48.396,12.724,410
EDMO,OBF,OBERPFAFFENHOFEN,OBERPFAFFENHOFEN,GERMANY,48.081,11.283,594
EDMS,N/A,STRAUBING,STRAUBING,GERMANY,48.901,12.518,322
EDMV,N/A,VILSHOFEN,VILSHOFEN,GERMANY,48.636,13.195,303
EDNL,N/A,LEUTKIRCH UNTERZEIL,LEUTKIRCH,GERMANY,47.859,10.014,640
EDNY,FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511,417
EDOP,SZW,SCHWERIN PARCHIM,PARCHIM,GERMANY,53.427,11.783,51
EDOV,N/A,STENDAL BORSTEL,STENDAL,GERMANY,52.629,11.82,57
EDPA,N/A,AALEN HEIDENHEIM ELCHINGEN,AALEN-HEIDENHEIM,GERMANY,48.778,10.264,584
EDQC,N/A,COBURG BRANDENSTEINSEBENE,COBURG,GERMANY,50.263,10.996,455
EDQD,BYU,BAYREUTH,BAYREUTH,GERMANY,49.984,11.638,488
EDQE,N/A,BURG FEUERSTEIN,BURG FEUERSTEIN,GERMANY,49.794,11.132,511
EDQM,HOQ,HOF PLAUEN,HOF,GERMANY,50.289,11.855,597
EDQP,N/A,ROSENTHAL FIELD PLOSSEN,ROSENTHAL,GERMANY,49.863,11.788,456
EDQT,N/A,HASSFURT SCHWEINFURT,HASSFURT,GERMANY,50.018,10.529,219
EDRK,ZNV,KOBLENZ WINNINGEN,KOBLENZ,GERMANY,50.325,7.531,196
EDRT,ZQF,TRIER FOHREN,TRIER,GERMANY,49.863,6.789,203
EDRY,ZQC,SPEYER,SPEYER,GERMANY,49.302,8.451,96
EDRZ,N/A,ZWEIBRUCKEN,ZWEIBRUECKEN,GERMANY,49.209,7.401,346
EDTB,ZCC,BADEN OOS,BADEN-BADEN,GERMANY,48.791,8.187,124
EDTD,ZQL,DONAUESCHINGEN VILLINGEN,DONAUESCHINGEN,GERMANY,47.973,8.522,681
EDTF,N/A,FREIBURG,FREIBURG,GERMANY,48.02,7.834,244
EDTK,N/A,KARLSRUHE FORCHHEIM,KARLSRUHE,GERMANY,48.982,8.333,116
EDTM,N/A,MENGEN HOHENTENGEN,MENGEN,GERMANY,48.054,9.373,555
EDTY,N/A,SCHWABISCH HALL HESSENTAL,SCHWAEBISCH HALL,GERMANY,49.118,9.777,400
EDUS,N/A,FINSTERWALDE SCHACKSDORF,SOEST,GERMANY,51.608,13.738,122
EDVE,BWE,BRAUNSCHWEIG,BRAUNSCHWEIG,GERMANY,52.319,10.556,91
EDVK,KSF,KASSEL CALDEN,KASSEL,GERMANY,51.408,9.378,277
EDVM,N/A,HILDESHEIM,HILDESHEIM,GERMANY,52.177,9.946,90
EDWB,BRV,BREMERHAVEN,BREMERHAVEN,GERMANY,53.503,8.573,4
EDWD,LEM,LEMWERDER,LEMWERDER,GERMANY,53.143,8.623,7
EDWE,EME,EMDEN,EMDEN,GERMANY,53.391,7.227,1
EDWF,N/A,LEER PAPENBURG,LEER,GERMANY,53.272,7.443,1
EDWI,WVN,WILHELMSHAVEN MARIENSIEL,WILHELMSHAVEN,GERMANY,53.505,8.053,5
EDWR,BMK,BORKUM,BORKUM,GERMANY,53.595,6.709,1
EDWY,NRD,NORDERNEY,NORDERNEY,GERMANY,53.707,7.23,2
EDXF,N/A,FLENSBURG SCHAFERHAUS,FLENSBURG,GERMANY,54.772,9.378,40
EDXR,N/A,RENDSBURG SCHACHTHOLM,RENDSBURG,GERMANY,54.221,9.601,8
EDXW,GWT,WESTERLAND SYLT,WESTERLAND,GERMANY,54.913,8.34,16
EEEI,N/A,AMARI,ARMARI AIR FORCE BASE,ESTONIA,59.259,24.204,2
EEKA,N/A,KARDLA,KARDLA,ESTONIA,58.991,22.831,5
EEKE,N/A,KURESSAARE,KURESSAARE,ESTONIA,58.23,22.509,5
EEPU,N/A,PARNU,PARNU,ESTONIA,58.419,24.473,15
EETN,TLL,TALLINN,TALLINN-ULEMISTE INTERNATIONAL,ESTONIA,59.413,24.833,41
EETU,N/A,TARTU,TARTU-ULENURME,ESTONIA,58.307,26.69,67
EFET,ENF,ENONTEKIO,ENONTEKIO,FINLAND,68.362,23.424,307
EFEU,N/A,EURA,EURA,FINLAND,61.116,22.201,79
EFHA,KEV,HALLI,HALLI,FINLAND,61.856,24.786,146
EFHF,HEM,HELSINKI MALMI,HELSINKI,FINLAND,60.254,25.043,18
EFHK,HEL,HELSINKI VANTAA,HELSINKI,FINLAND,60.32,24.956,55
EFHM,N/A,HAMEENKYRO,HAMEENKYRO,FINLAND,61.689,23.074,137
EFHN,N/A,HANKO,HANKO,FINLAND,59.849,23.083,7
EFHV,N/A,HYVINKAA,HYVINKAA,FINLAND,60.654,24.881,132
EFIK,N/A,KIIKALA,KIKALA,FINLAND,60.463,23.652,117
EFIM,N/A,IMMOLA,IMMOLA,FINLAND,61.249,28.904,104
EFIT,N/A,KITEE,KITEE,FINLAND,62.166,30.074,111
EFIV,IVL,IVALO,IVALO,FINLAND,68.607,27.405,147
EFJO,JOE,JOENSUU,JOENSUU,FINLAND,62.659,29.624,122
EFJY,JYV,JYVASKYLA,JYVASKYLA,FINLAND,62.399,25.678,140
EFKA,KAU,KAUHAVA,KAUHAVA,FINLAND,63.127,23.051,47
EFKE,KEM,KEMI TORNIO,KEMI,FINLAND,65.782,24.599,19
EFKI,KAJ,KAJAANI,KAJAANI,FINLAND,64.285,27.692,148
EFKJ,N/A,KAUHAJOKI,KAUHAJOKI,FINLAND,62.463,22.393,125
EFKK,KOK,KRUUNUPYY,KRUUNUPYY,FINLAND,63.721,23.143,26
EFKM,N/A,KEMIJARVI,KEMIJARVI,FINLAND,66.713,27.157,211
EFKS,KAO,KUUSAMO,KUUSAMO,FINLAND,65.987,29.239,264
EFKT,KTT,KITTILA,KITTILA,FINLAND,67.701,24.847,197
EFKU,KUO,KUOPIO,KUOPIO,FINLAND,63.007,27.798,99
EFLA,N/A,LAHTI VESIVEHMAA,VESIVEHMAA,FINLAND,61.144,25.693,154
EFLP,LPP,LAPPEENRANTA,LAPPEENRANTA,FINLAND,61.044,28.144,107
EFMA,MHQ,MARIEHAMN,MARIEHAMN,FINLAND,60.122,19.898,6
EFME,N/A,MENKIJARVI,MENKIJARVI,FINLAND,62.947,23.519,101
EFMI,MIK,MIKKELI,MIKKELI,FINLAND,61.686,27.202,101
EFNU,N/A,NUMMELA,NUMMELA,FINLAND,60.334,24.296,113
EFOU,OUL,OULU,OULU,FINLAND,64.93,25.354,15
EFPI,N/A,PIIKAJARVI,PIIKAJARVI,FINLAND,61.246,22.193,46
EFPO,POR,PORI,PORI,FINLAND,61.462,21.8,14
EFPU,N/A,PUDASJARVI,PUDASJARVI,FINLAND,65.402,26.947,122
EFPY,N/A,PYHASALMI,PYHASALMI,FINLAND,63.732,25.926,161
EFRH,N/A,RAAHE PATTIJOKI,PATTIJOKI,FINLAND,64.688,24.696,36
EFRN,N/A,RANTASALMI,RANTASALMI,FINLAND,62.065,28.356,9
EFRO,RVN,ROVANIEMI,ROVANIEMI,FINLAND,66.565,25.83,197
EFRY,N/A,RAYSKALA,RAYSKALA,FINLAND,60.745,24.108,125
EFSA,SVL,SAVONLINNA,SAVONLINNA,FINLAND,61.943,28.945,95
EFSE,N/A,SELANPAA,SELANPAA,FINLAND,61.062,26.799,128
EFSO,SOT,SODANKYLA,SODANKYLA,FINLAND,67.395,26.619,184
EFTP,TMP,TAMPERE PIRKKALA,TAMPERE,FINLAND,61.414,23.604,119
EFTS,N/A,TEISKO,TEISKO,FINLAND,61.773,24.027,157
EFTU,TKU,TURKU,TURKU,FINLAND,60.514,22.263,50
EFUT,QVY,UTTI,UTTI,FINLAND,60.896,26.938,104
EFVA,VAA,VAASA,VAASA,FINLAND,63.051,21.761,6
EFVR,VRK,VARKAUS,VARKAUS,FINLAND,62.171,27.869,88
EFYL,N/A,YLIVIESKA,YLIVIESKA-RAUDASKYLA,FINLAND,64.06,24.716,8
EGAA,BFS,ALDERGROVE,BELFAST,NORTH IRELAND,54.657,-6.216,82
EGAB,ENK,ST ANGELO,ENNISKILLEN,ENGLAND,54.399,-7.652,48
EGAC,BHD,CITY,BELFAST,NORTH IRELAND,54.618,-5.873,5
EGAE,LDY,LONDONDERRY EGLINTON,LONDONDERRY,NORTH IRELAND,55.043,-7.161,7
EGBB,BHX,BIRMINGHAM,BIRMINGHAM,ENGLAND,52.454,-1.748,100
EGBE,CVT,COVENTRY,COVENTRY,ENGLAND,52.37,-1.48,86
EGBG,N/A,LEICESTER,LEICESTER,ENGLAND,52.608,-1.032,143
EGBJ,GLO,GLOUCESTERSHIRE,GOLOUCHESTERSHIRE,ENGLAND,51.894,-2.167,29
EGBN,N/A,NOTTINGHAM,NOTTINGHAM,ENGLAND,52.92,-1.079,43
EGBO,N/A,WOLVERHAMPTON,HALFPENNY GREEN,ENGLAND,52.517,-2.26,86
EGBP,N/A,KEMBLE,PAILTON,UK,51.668,-2.057,132
EGBT,N/A,TURWESTON,TURWESTON,UK,52.041,-1.096,14
EGCC,MAN,MANCHESTER,MANCHESTER,ENGLAND,53.354,-2.275,79
EGCD,N/A,MANCHESTER WOODFORD,WOODFORT,ENGLAND,53.338,-2.149,90
EGCF,N/A,SANDTOFT,SANDTOFT,UK,53.56,-0.858,4
EGDC,N/A,CHIVENOR,CHIVENOR,ENGLAND,51.087,-4.15,9
EGDG,NQY,ST MAWGAN,NEWQUAI,ENGLAND,50.441,-4.995,119
EGDL,LYE,LYNEHAM,LYNEHAM,UK,51.505,-1.993,157
EGDM,N/A,BOSCOMBE DOWN,BOSCOMBE DOWN,ENGLAND,51.152,-1.747,125
EGDR,N/A,CULDROSE,CULDROSE,ENGLAND,50.086,-5.256,82
EGDX,N/A,ST ATHAN,ST. ATHAN,UK,51.405,-3.436,50
EGDY,YEO,YEOVILTON,YEOVILTON,UK,51.009,-2.639,23
EGFE,N/A,HAVERFORDWEST,HAVERFORDWEST,ENGLAND,51.833,-4.961,48
EGFF,CWL,CARDIFF,CARDIFF,WALES,51.397,-3.343,68
EGFH,SWS,SWANSEA,SWANSEA,ENGLAND,51.605,-4.068,92
EGGD,BRS,BRISTOL,BRISTOL,ENGLAND,51.383,-2.719,190
EGGP,LPL,LIVERPOOL,LIVERPOOL,ENGLAND,53.334,-2.85,25
EGGW,LTN,LUTON,LONDON,ENGLAND,51.874,-0.368,161
EGHD,PLH,PLYMOUTH,PLYMOUTH,ENGLAND,50.423,-4.106,148
EGHH,BOH,BOURNEMOUTH,BOURNEMOUTH,ENGLAND,50.78,-1.843,12
EGHI,SOU,SOUTHAMPTON,SOUTHAMPTON,ENGLAND,50.95,-1.357,14
EGHL,QLA,LASHAM,LASHAM,ENGLAND,51.185,-1.032,189
EGJB,GCI,GUERNSEY,GUERNSEY,GUERNSEY ISLD.,49.435,-2.602,103
EGJJ,JER,JERSEY,JERSEY,ENGLAND,49.208,-2.195,84
EGKA,ESH,SHOREHAM,SHOREHAM BY SEA,ENGLAND,50.836,-0.297,3
EGKB,BQH,BIGGIN HILL,BIGGIN HILL,ENGLAND,51.331,0.033,183
EGKK,LGW,GATWICK,LONDON,ENGLAND,51.148,-0.19,60
EGLC,LCY,CITY,LONDON,ENGLAND,51.505,0.054,6
EGLF,FAB,FARNBOROUGH,FARNBOROUGH,ENGLAND,51.276,-0.776,73
EGLJ,N/A,CHALGROVE,CHALSGROVE,ENGLAND,51.676,-1.081,74
EGLK,BBS,BLACKBUSHE,BLACKBUSHE,ENGLAND,51.324,-0.848,100
EGLL,LHR,HEATHROW,LONDON,ENGALND,51.477,-0.461,25
EGMC,SEN,SOUTHEND,SOUTHEND,ENGLAND,51.571,0.696,15
EGMD,LYX,LYDD,LYDD,UK,50.956,0.939,4
EGMH,MSE,MANSTON,MANSTON,ENGLAND,51.342,1.346,55
EGNB,N/A,BROUGH,BROUGH,ENGLAND,53.719,-0.566,4
EGNC,CAX,CARLISLE,CARLISLE,ENGLAND,54.938,-2.809,58
EGNH,BLK,BLACKPOOL,BLACKPOOL,ENGLAND,53.772,-3.029,11
EGNJ,HUY,HUMBERSIDE,HUMBERSIDE,ENGLAND,53.574,-0.351,37
EGNL,BWF,WALNEY ISLAND,BARROW ISLAND,ENGLAND,54.13,-3.256,15
EGNM,LBA,LEEDS BRADFORD,LEEDS,ENGLAND,53.866,-1.661,208
EGNO,N/A,WARTON,WARTON,UK,53.745,-2.883,17
EGNR,CEG,HAWARDEN,HAWARDEN,ENGLAND,53.178,-2.978,11
EGNS,IOM,ISLE OF MAN,ISLE OF MAN,ENGLAND,54.083,-4.624,17
EGNT,NCL,NEWCASTLE,NEWCASTLE,ENGLAND,55.038,-1.692,82
EGNV,MME,TEESSIDE,TEESSIDE,ENGLAND,54.509,-1.429,37
EGNX,EMA,EAST MIDLANDS,EAST MIDLANDS,ENGLAND,52.831,-1.328,94
EGOD,N/A,LLANBEDR,LLANBEDR,ENGLAND,52.812,-4.123,10
EGOE,N/A,TERNHILL,TERNHILL,UK,52.871,-2.533,83
EGOQ,N/A,MONA,MONA,UK,53.258,-4.373,62
EGOS,N/A,SHAWBURY,SHAWBURY,UK,52.798,-2.668,76
EGOV,N/A,VALLEY,VALLEY,UK,53.248,-4.535,12
EGOW,N/A,WOODVALE,WOODVALE,UK,53.581,-3.055,12
EGOY,N/A,WEST FREUGH,WEST FREUGH,UK,54.851,-4.948,18
EGPA,KOI,KIRKWALL,KIRKWALL,SCOTLAND,58.958,-2.905,16
EGPB,LSI,SUMBURGH,SUMBURGH,UK,59.879,-1.296,7
EGPC,WIC,WICK,WICK,UK,58.459,-3.093,39
EGPD,ABZ,DYCE,ABERDEEN,UK,57.204,-2.2,66
EGPE,INV,INVERNESS,INVERNESS,UK,57.54,-4.05,10
EGPF,GLA,GLASGOW,GLASGOW,UK,55.872,-4.433,8
EGPH,EDI,EDINBURGH,EDINBURGH,UK,55.95,-3.373,42
EGPI,ILY,ISLAY,ISLAY,UK,55.682,-6.257,17
EGPK,PIK,PRESTWICK,PRESTWICK,UK,55.508,-4.587,20
EGPL,BEB,BENBECULA,BENBECULA,UK,57.481,-7.363,6
EGPM,SDZ,SCATSTA,SCATSTA,UK,60.432,-1.298,23
EGPN,DND,DUNDEE,DUNDEE,UK,56.453,-3.026,6
EGPO,SYY,STORNOWAY,STORNOWAY,UK,58.214,-6.329,8
EGPU,TRE,TIREE,TIREE,UK,56.499,-6.869,12
EGQL,ADX,LEUCHARS,LEUCHARS,UK,56.373,-2.868,12
EGQS,LMO,LOSSIEMOUTH,LOSSIEMOUTH,UK,57.705,-3.339,13
EGRR,N/A,BRACKNELL MET CENTER,BRACKNELL,ENGLAND,51.383,-0.783,0
EGSC,CBG,CAMBRIDGE,CAMBRIDGE,ENGLAND,52.205,0.175,16
EGSF,N/A,CONINGTON,PETERBOROUGH,ENGLAND,52.468,-0.251,8
EGSH,NWI,NORWICH,NORWICH,ENGLAND,52.676,1.283,36
EGSS,STN,STANSTED,LONDON,ENGLAND,51.885,0.235,107
EGSX,N/A,NORTH WEALD,NORTH WEALD,UK,51.722,0.154,98
EGSY,N/A,SHEFFIELD CITY,FOWLMERE,ENGLAND,53.394,-1.388,71
EGTC,N/A,CRANFIELD,CRANFIELD,ENGLAND,52.072,-0.617,110
EGTD,N/A,DUNSFOLD,DUNSFOLD,ENGLAND,51.117,-0.534,53
EGTE,EXT,EXETER,EXETER,ENGLAND,50.734,-3.414,31
EGTG,FZO,BRISTOL FILTON,BRISTOL,ENGLAND,51.519,-2.591,69
EGTH,HTF,HATFIELD,HATFIELD,ENGLAND,51.767,0.25,24
EGTK,OXF,KIDLINGTON,OXFORD,ENGLAND,51.837,-1.32,83
EGUB,N/A,BENSON,BENSON,ENGLAND,51.616,-1.096,69
EGUL,N/A,LAKENHEATH,LAKENHEATH,ENGLAND,52.409,0.561,10
EGUN,MHZ,MILDENHALL,MILDENHALL,ENGLAND,52.361,0.488,11
EGUW,N/A,WATTISHAM,WATTISHAM,UK,52.127,0.956,87
EGUY,N/A,WYTON,WYTON,UK,52.357,-0.108,42
EGVA,FFD,FAIRFORD,FAIRFORD,ENGLAND,51.682,-1.79,88
EGVN,BZZ,BRIZE NORTON,BRIZE NORTON,ENGLAND,51.75,-1.584,88
EGVO,ODH,ODIHAM,ODIHAM,UK,51.234,-0.943,124
EGWC,N/A,COSFORD,COSFORD,ENGLAND,52.64,-2.306,83
EGWU,NHT,NORTHOLT RAF,NORTHOLT,UK,51.553,-0.418,38
EGXC,QCY,CONINGSBY,CONINGSBY,ENGLAND,53.093,-0.166,8
EGXD,N/A,DISHFORTH,DISHFORTH,ENGLAND,54.137,-1.42,36
EGXE,N/A,LEEMING,LEEMING,ENGLAND,54.292,-1.535,41
EGXG,N/A,CHURCH FENTON,CHURCH FENTON,ENGLAND,53.834,-1.195,9
EGXH,BEQ,HONINGTON,HONINGTON,ENGLAND,52.343,0.773,54
EGXJ,N/A,COTTESMORE,COTTESMORE,ENGLAND,52.736,-0.649,141
EGXP,N/A,SCAMPTON,SCAMPTON,UK,53.307,-0.551,62
EGXT,N/A,WITTERING,WITTERING,UK,52.613,-0.476,84
EGXU,N/A,LINTON ON OUSE,LINTON-ON-OUSE,ENGLAND,54.049,-1.252,17
EGXW,WTN,WADDINGTON,WADDINGTON,UK,53.166,-0.524,71
EGXZ,N/A,TOPCLIFFE,TOPCLIFFE,UK,54.206,-1.382,29
EGYC,CLF,COLTISHALL,COLTISHALL,ENGLAND,52.755,1.357,21
EGYD,N/A,CRANWELL,CRANWELL,ENGLAND,53.031,-0.481,67
EGYE,N/A,BARKSTON HEATH,BARKSTON HEATH,ENGLAND,52.962,-0.561,112
EGYM,KNF,MARHAM,MARHAM,UK,52.648,0.55,23
EGYP,MPN,MOUNT PLEASANT,MOUNT PLEASANT,FALKLAND ISLANDS,-51.823,-58.447,75
EHAM,AMS,SCHIPHOL,AMSTERDAM,NETHERLANDS,52.309,4.764,-3
EHBD,N/A,BUDEL,WEERT,NETHERLANDS,51.255,5.601,35
EHBK,MST,MAASTRICHT,MAASTRICHT,NETHERLANDS,50.911,5.77,115
EHDL,N/A,DEELEN,DEELEN,NETHERLANDS,52.061,5.873,49
EHDR,N/A,DRACHTEN,DRACHTEN,NETHERLANDS,53.119,6.13,5
EHEH,EIN,EINDHOVEN,EINDHOVEN,NETHERLANDS,51.45,5.374,23
EHGG,GRQ,EELDE,GRONINGEN,NETHERLANDS,53.119,6.579,6
EHGR,N/A,GILZE RIJEN,GILZE-RIJEN,NETHERLANDS,51.568,4.933,15
EHKD,DHR,DE KOOY,DE KOOY,NETHERLANDS,52.923,4.781,1
EHLE,N/A,LELYSTAD,LELYSTAD,NETHERLANDS,52.46,5.527,-3
EHLW,LWR,LEEUWARDEN,LEEUWARDEN,NETHERLANDS,53.229,5.761,2
EHRD,RTM,ROTTERDAM,ROTTERDAM,NETHERLANDS,51.957,4.442,-4
EHSB,UTC,SOESTERBERG,SOESTERBERG,NETHERLANDS,52.127,5.276,21
EHTW,ENS,TWENTHE,ENSCHEDE,NETHERLANDS,52.27,6.874,35
EHVB,LID,VALKENBURG,VALKENBURG,NETHERLANDS,52.17,4.426,0
EHWO,WOE,WOENSDRECHT,WOENSDRECHT,NETHERLANDS,51.449,4.342,20
EICK,ORK,CORK,CORK,IRELAND,51.843,-8.492,154
EICM,GWY,GALWAY,GALWAY,IRELAND,53.301,-8.939,25
EIDL,N/A,DONEGAL,DONEGAL,IRELAND,55.044,-8.341,10
EIDW,DUB,DUBLIN,DUBLIN,IRELAND,53.421,-6.27,74
EIKN,NOC,CONNAUGHT,CONNAUGHT,IRELAND,53.91,-8.818,203
EIKY,KIR,KERRY,KERRY,IRELAND,52.181,-9.524,35
EIME,N/A,CASEMENT,CASEMENT,IRELAND,53.303,-6.443,98
EINN,SNN,SHANNON,SHANNON,IRELAND,52.702,-8.925,15
EISG,SXL,SLIGO,SLIGO,IRELAND,54.28,-8.599,4
EIWF,WAT,WATERFORD,WATERFORD,IRELAND,52.187,-7.087,37
EKAH,AAR,AARHUS,AARHUS,DENMARK,56.304,10.619,25
EKBI,BLL,BILLUND,BILLUND,DENMARK,55.74,9.152,76
EKCH,CPH,KASTRUP,COPENHAGEN,DENMARK,55.618,12.656,6
EKEB,EBJ,ESBJERG,ESBJERG,DENMARK,55.526,8.553,30
EKGH,N/A,GRONHOLT HILLEROD,GRONHOLT,DENMARK,55.941,12.382,30
EKHO,N/A,LINDTORP,LINDTORP,DENMARK,56.397,8.443,15
EKKA,KRP,KARUP,KARUP,DENMARK,56.297,9.124,52
EKLS,N/A,LAESO,LAESO,DENMARK,57.278,11.001,8
EKMB,N/A,LOLLAND FALSTER MARIBO,MARIBO,DENMARK,54.699,11.44,5
EKOD,ODE,ODENSE,ODENSE,DENMARK,55.476,10.329,18
EKPB,N/A,KRUSA PADBORG,KRUSA-PADBORG,DENMARK,54.87,9.279,27
EKRK,RKE,ROSKILDE,COPENHAGEN,DENMARK,55.586,12.131,45
EKRN,RNN,BORNHOLM RONNE,RONNE,DENMARK,55.063,14.759,16
EKSB,SGD,SONDERBORG,SOENDERBORG,DENMARK,54.964,9.792,8
EKSN,N/A,SINDAL,SINDAL,DENMARK,57.503,10.229,29
EKSP,SKS,SKRYDSTRUP,SKRYDSTRUP,DENMARK,55.225,9.264,43
EKSV,N/A,SKIVE,SKIVE,DENMARK,56.55,9.173,23
EKTS,TED,THISTED,THISTED,DENMARK,57.069,8.705,8
